Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
  but be a little playful   He hesitantly pulls away just enough so he could get words out lips brushing against ,,,,,1,,,,,,
  but be a little playful   He hesitantly pulls away just enough so he could get words out lips brushing against ,,,,,,1,,,,,
  But I decided to be a bit lackadaisical about getting dressed to get groceries,,,,,1,,,,,,
  But I decided to be a bit lackadaisical about getting dressed to get groceries,,,,,,,,1,,,
  by all accounts he was poor first half Started showboating once game was safe ,1,,,,,,,,,,
  by all accounts he was poor first half Started showboating once game was safe bully,1,,,,,,,,,,
  by all accounts he was poor first half Started showboating once game was safe bully,,,1,,,,,,,,
  car rental you have made realize why I always use   What a  disgusted,1,,,,,,,,,,
  car rental you have made realize why I always use   What a  disgusted,,,1,,,,,,,,
  car rental you have made realize why I always use   What a  disgusted,,,,,,,,,1,,
  car rental you have made realize why I always use   What a nightmare  disgusted,1,,,,,,,,,,
  car rental you have made realize why I always use   What a nightmare  disgusted,,,1,,,,,,,,
  car rental you have made realize why I always use   What a nightmare  disgusted,,,,1,,,,,,,
  car rental you have made realize why I always use   What a nightmare  disgusted,,,,,,,,,1,,
  cmode grimrail made me want to eat angry bees,1,,,,,,,,,,
  cmode grimrail made me want to eat angry bees,,,1,,,,,,,,
  Crushes are for kids Just like trix  How bout some full blown up Love that makes you quiver deep down into your core Y E S ,,,,,,1,,,,,
  CureForInsomnia And the left said WE were all doom amp gloom The Trump Train is so much more fun,,,,,1,,,,,,
  Did they get the wrong fur Pal shocking   _emoj_scream_ ,,,1,,,,,,,,
  Did they get the wrong fur Pal shocking   _emoj_scream_ ,,,,,,,,,1,,
  Did they get the wrong fur Pal shocking   _emoj_scream_ ,,,,,,,,,,1,
  Do you really have to pedal like a nutter to get anywhere I remember it being more sedate,,1,,,,,,,,,
  Do you really have to pedal like a nutter to get anywhere I remember it being more sedate,,,,,,,,,1,,
  Doll is a vile creature on the touchline Every game he has tantrums amp shouts at the ref Would love to see,1,,,,,,,,,,
  Doll is a vile creature on the touchline Every game he has tantrums amp shouts at the ref Would love to see,,,1,,,,,,,,
  Doll is a vile creature on the touchline Every game he has tantrums amp shouts at the ref Would love to see,,,,,1,,,,,,
  don't fret  this guy is mad because when   is elected he might have to get a real job,1,,,,,,,,,,
  don't fret  this guy is mad because when   is elected he might have to get a real job,,,1,,,,,,,,
  don't fret  this guy is mad because when   is elected he might have to get a real job,,,,,,,,,1,,
  don't get me started on town centre Used to go every week not been for months ,,,,,,,,,1,,
  don't get me started on town centre Used to go every week not been for months horrible,1,,,,,,,,,,
  don't get me started on town centre Used to go every week not been for months horrible,,,,1,,,,,,,
  don't let him discourage you Z That's one of the best ideas yet,1,,,,,,,,,,
  don't let him discourage you Z That's one of the best ideas yet,,1,,,,,,,,,
  don't let him discourage you Z That's one of the best ideas yet,,,,,,,1,,,,
  don't let him discourage you Z That's one of the best ideas yet,,,,,,,,,,,1
  even if he says nothing he'll still piss some people off He's gotta decide who he wants to make angry,1,,,,,,,,,,
  even if he says nothing he'll still piss some people off He's gotta decide who he wants to make angry,,,1,,,,,,,,
  good thing the FBI didn't offend them,,,,,,,1,,,,
  Ha Right I'm from San Jose CA and I was offended right there with you Dave go on a walk or something next time,1,,,,,,,,,,
  Ha Right I'm from San Jose CA and I was offended right there with you Dave go on a walk or something next time,,,1,,,,,,,,
  had more fun than the funniest person in funsville Much hilarity as usual Thank you   _emoj_heart_  ufe0f,,,,,1,,,,,,
  had more fun than the funniest person in funsville Much hilarity as usual Thank you   _emoj_heart_  ufe0f,,,,,,1,,,,,
  haha it's me shocking I know   _emoj_joy_  you'll hear me moan I'm too cold in winter   _emoj_snowman_without_snow_  ufe0f,,,,,,,,,,1,
  her team must draw from a hat for daily personality drugged angry yeller quiet screamer   _emoj_joy_   _emoj_joy_ ,1,,,,,,,,,,
  her team must draw from a hat for daily personality drugged angry yeller quiet screamer   _emoj_joy_   _emoj_joy_ ,,,1,,,,,,,,
  her team must draw from a hat for daily personality drugged angry yeller quiet screamer   _emoj_joy_   _emoj_joy_ ,,,,,,,,,1,,
  Hey stupid that was bad intel to take Bin Laden out Try again with your faux outrage I bet u admire Putin right,1,,,,,,,,,,
  Hey stupid that was bad intel to take Bin Laden out Try again with your faux outrage I bet u admire Putin right,,,1,,,,,,,,
  Hi We hate that you're unhappy your bill keeps going up What unique features do you want with your plan RobertS,,,1,,,,,,,,
  Hi We hate that you're unhappy your bill keeps going up What unique features do you want with your plan RobertS,,,,,,,1,,,,
  Hi We hate that you're unhappy your bill keeps going up What unique features do you want with your plan RobertS,,,,,,,,,1,,
  High school or not it's still shocking Just because you love Xbox Good luck tomorrow   _emoj_muscle_ ,,,,1,,,,,,,
  High school or not it's still shocking Just because you love Xbox Good luck tomorrow   _emoj_muscle_ ,,,,,1,,,,,,
  High school or not it's still shocking Just because you love Xbox Good luck tomorrow   _emoj_muscle_ ,,,,,,,1,,,,
  High school or not it's still shocking Just because you love Xbox Good luck tomorrow   _emoj_muscle_ ,,,,,,,,,,1,
  hmm don't know many yf  who are short on confidence Wish I'd been one ,,1,,,,,,,,,
  hmm don't know many yf  who are short on confidence Wish I'd been one ,,,,,,,,,1,,
  hmm don't know many yf  who are short on confidence Wish I'd been one shy,,,,1,,,,,,,
  hmm don't know many yf  who are short on confidence Wish I'd been one shy,,,,,,,,1,,,
  however REI did offer me the job today as well Can't believe how exponentially freaking joyous I feel,,,,,1,,,,,,
  however REI did offer me the job today as well Can't believe how exponentially freaking joyous I feel,,,,,,,1,,,,
  HRC has the experience temperment knowledge amp ability to lead us in this perilous time,,,,,,,,,,,1
  I am beyond the sadness point Have done it inside out I live with CPTSD and BPD  I can't always do the pity party,,,,,,,1,,,,
  I am beyond the sadness point Have done it inside out I live with CPTSD and BPD  I can't always do the pity party,,,,,,,,1,,,
  I am beyond the sadness point Have done it inside out I live with CPTSD and BPD  I can't always do the pity party,,,,,,,,,1,,
  I can't find my patronus the website doesn't work I can't even see the questions sadness,,,,,,,,1,,,
  I can't find my patronus the website doesn't work I can't even see the questions sadness,,,,,,,,,1,,
  I can't read this article but headline indicates a horror story Lock sick chavs up and throw away the key,1,,,,,,,,,,
  I can't read this article but headline indicates a horror story Lock sick chavs up and throw away the key,,,,1,,,,,,,
  I could not believe that their answer to his outrage was that they were right I do hope he takes them to the cleaners,1,,,,,,,,,,
  I could not believe that their answer to his outrage was that they were right I do hope he takes them to the cleaners,,,1,,,,,,,,
  I could not believe that their answer to his outrage was that they were right I do hope he takes them to the cleaners,,,,,,,1,,,,
  I could not believe that their answer to his outrage was that they were right I do hope he takes them to the cleaners,,,,,,,,,,1,
  I couldn't care less about GOTHAM I haven't watched it since the mid point of season ,1,,,,,,,,,,
  I couldn't care less about GOTHAM I haven't watched it since the mid point of season ,,,1,,,,,,,,
  I couldn't care less about GOTHAM I haven't watched it since the mid point of season horrible,,,1,,,,,,,,
  I couldn't care less about GOTHAM I haven't watched it since the mid point of season horrible,,,,,,,,,1,,
  I feel strongly that we need to work together to right this dreadful wrong,,,,,1,,,,,,
  I feel strongly that we need to work together to right this dreadful wrong,,,,,,,1,,,,
  I feel strongly that we need to work together to right this dreadful wrong,,,,,,,,,,,1
  i filled out the report on baitswitch by  lets go get them fines levied badbusiness honoryourdeal unhappy,1,,,,,,,,,,
  i filled out the report on baitswitch by  lets go get them fines levied badbusiness honoryourdeal unhappy,,,,,,,,,1,,
  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it ,1,,,,,,,,,,
  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it ,,,1,,,,,,,,
  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it ,,,,,,,,1,,,
  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it ,,,,,,,,,1,,
  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it indignation,1,,,,,,,,,,
  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it indignation,,,1,,,,,,,,
  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it indignation,,,,,,,,,1,,
  I have noticed since HillarysHeath has become an issue the left is going full panic mode NTAC,,,1,,,,,,,,
  I have noticed since HillarysHeath has become an issue the left is going full panic mode NTAC,,,,1,,,,,,,
  I have noticed since HillarysHeath has become an issue the left is going full panic mode NTAC,,,,,,,,1,,,
  I heard talk something is a miss He looks weary,,,1,,,,,,,,
  I heard talk something is a miss He looks weary,,,,,,,,1,,,
  I heard talk something is a miss He looks weary,,,,,,,,,1,,
  I hope to now see some levity light romance and happiness come Stitch and Abby's way after such a long hard road,,1,,,,,,,,,
  I hope to now see some levity light romance and happiness come Stitch and Abby's way after such a long hard road,,,,,1,,,,,,
  I hope to now see some levity light romance and happiness come Stitch and Abby's way after such a long hard road,,,,,,,1,,,,
  i just read it and it's so fun So lighthearted and cheerful i was right it's a double cavity for me,,,,,1,,,,,,
  I liked that she was not moping around in all of the episode She had a moment of emotional weakness felt sorry about ,,,,,,,,,1,,
  I live a life devoid of mirth Come to think of it there aren't enough taco bowls in my life either,,,1,,,,,,,,
  I live a life devoid of mirth Come to think of it there aren't enough taco bowls in my life either,,,,,,,,1,,,
  I live a life devoid of mirth Come to think of it there aren't enough taco bowls in my life either,,,,,,,,,1,,
  I lost it at Like really not a big deal Don't worry about trivial shit like that,,,,,,,1,,,,
  I need it today Do u know how many fuckin French plaits I had to do this morn with a stroppy yr old rage,1,,,,,,,,,,
  I need it today Do u know how many fuckin French plaits I had to do this morn with a stroppy yr old rage,,,1,,,,,,,,
  I was so looking forward to  Then it opened with a stuartspecial I literally yelled at my tv ,1,,,,,,,,,,
  I was so looking forward to  Then it opened with a stuartspecial I literally yelled at my tv ,,,1,,,,,,,,
  I was so looking forward to  Then it opened with a stuartspecial I literally yelled at my tv ,,,,,,,,,1,,
  I was so looking forward to  Then it opened with a stuartspecial I literally yelled at my tv umbrage,1,,,,,,,,,,
  i will fight this guy Don't insult the lions like that But seriously they kinda areWasted some of the best players,1,,,,,,,,,,
  i will fight this guy Don't insult the lions like that But seriously they kinda areWasted some of the best players,,,1,,,,,,,,
  i will fight this guy Don't insult the lions like that But seriously they kinda areWasted some of the best players,,,,,,,,1,,,
  I will next time I'll make sure everything is sparkling clean,,1,,,,,,,,,
